State,Commodity,Year,Month,Market,Current_Month price,Prev_Month price,Prev_2_Month price,Price_Velocity,Current_Month arrivals,Prev_Month arrivals,Prev_2_Month arrivals,Rainfall_mm,Rainfall_Lag,Diesel_Price_Rs_per_Litre,Irrigation_Water_Usage_MCM,Area,Production,Yield,msp,Temperature
Maharashtra,Wheat,2023,August,Achalpur APMC,2376.85,2285.51,2443.56,-158.04999999999973,108.0,195.0,1223.0,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,September,Achalpur APMC,2396.76,2376.85,2285.51,91.33999999999968,162.0,108.0,195.0,600,920.0,102,95,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,October,Achalpur APMC,2463.12,2396.76,2376.85,19.91000000000031,221.0,162.0,108.0,160,600.0,103,180,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,November,Achalpur APMC,2515.28,2463.12,2396.76,66.35999999999967,550.0,221.0,162.0,30,160.0,101,200,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,December,Achalpur APMC,2594.91,2515.28,2463.12,52.16000000000031,126.0,550.0,221.0,8,30.0,100,150,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2021,January,Ahmednagar APMC,1747.38,1662.14,1616.428857485117,45.71114251488302,56.0,71.0,44.78474841649836,3,3.0,87,122,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,February,Ahmednagar APMC,2294.05,1747.38,1662.14,85.24000000000001,83.0,56.0,71.0,2,3.0,89,110,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,March,Ahmednagar APMC,1743.78,2294.05,1747.38,546.6700000000001,51.0,83.0,56.0,6,2.0,91,145,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,April,Ahmednagar APMC,1735.0,1743.78,2294.05,-550.2700000000002,37.0,51.0,83.0,14,6.0,93,185,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,May,Ahmednagar APMC,1787.3641161030796,1735.0,1743.78,-8.779999999999973,35.25944231017215,37.0,51.0,35,14.0,95,225,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,June,Ahmednagar APMC,1753.41,1824.2497337281552,1735.0,89.2497337281552,203.0,160.96841646411536,37.0,280,35.0,97,165,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,July,Ahmednagar APMC,1747.91,1753.41,1824.2497337281552,-70.83973372815512,518.0,203.0,160.96841646411536,880,280.0,99,92,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,August,Ahmednagar APMC,1720.42,1747.91,1753.41,-5.5,551.0,518.0,203.0,810,880.0,101,87,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,September,Ahmednagar APMC,1756.15,1720.42,1747.91,-27.49000000000001,431.0,551.0,518.0,470,810.0,103,108,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,October,Ahmednagar APMC,1787.81,1756.15,1720.42,35.73000000000002,454.0,431.0,551.0,120,470.0,105,155,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,November,Ahmednagar APMC,2134.64,1787.81,1756.15,31.659999999999854,664.0,454.0,431.0,22,120.0,102,175,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,December,Ahmednagar APMC,1927.17,2134.64,1787.81,346.8299999999999,581.0,664.0,454.0,4,22.0,101,132,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,January,Ahmednagar APMC,1947.39,1927.17,2134.64,-207.4699999999998,681.0,581.0,664.0,5,4.0,100,135,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,February,Ahmednagar APMC,2005.76,1947.39,1927.17,20.220000000000027,289.0,681.0,581.0,3,5.0,98,125,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,March,Ahmednagar APMC,2149.69,2005.76,1947.39,58.36999999999989,384.0,289.0,681.0,9,3.0,102,165,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ahmednagar APMC,2234.24,2149.69,2005.76,143.93000000000006,433.0,384.0,289.0,16,9.0,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,May,Ahmednagar APMC,2205.01,2234.24,2149.69,84.54999999999973,219.0,433.0,384.0,45,16.0,100,260,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,June,Ahmednagar APMC,2158.06,2205.01,2234.24,-29.229999999999563,272.0,219.0,433.0,320,45.0,99,190,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,July,Ahmednagar APMC,2178.39,2158.06,2205.01,-46.95000000000027,331.0,272.0,219.0,990,320.0,98,78,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,August,Ahmednagar APMC,2241.25,2178.39,2158.06,20.329999999999927,120.0,331.0,272.0,920,990.0,100,75,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,September,Ahmednagar APMC,2304.08,2241.25,2178.39,62.86000000000013,25.0,120.0,331.0,600,920.0,102,95,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,October,Ahmednagar APMC,2393.47,2304.08,2241.25,62.82999999999993,95.0,25.0,120.0,160,600.0,103,180,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,November,Ahmednagar APMC,2531.09,2393.47,2304.08,89.38999999999987,103.0,95.0,25.0,30,160.0,101,200,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,December,Ahmednagar APMC,2654.76,2531.09,2393.47,137.62000000000037,42.0,103.0,95.0,8,30.0,100,150,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2023,January,Ahmednagar APMC,2676.7,2654.76,2531.09,123.67000000000009,132.0,42.0,103.0,5,8.0,100,135,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,February,Ahmednagar APMC,2411.39,2676.7,2654.76,21.9399999999996,285.0,132.0,42.0,3,5.0,98,125,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,March,Ahmednagar APMC,2192.05,2411.39,2676.7,-265.30999999999995,494.0,285.0,132.0,9,3.0,102,165,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,April,Ahmednagar APMC,2271.18,2192.05,2411.39,-219.3399999999997,262.0,494.0,285.0,16,9.0,101,210,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,May,Ahmednagar APMC,2252.11,2271.18,2192.05,79.12999999999965,81.0,262.0,494.0,45,16.0,100,260,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,June,Ahmednagar APMC,2326.94,2252.11,2271.18,-19.06999999999971,157.0,81.0,262.0,320,45.0,99,190,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,July,Ahmednagar APMC,2257.27,2326.94,2252.11,74.82999999999993,196.0,157.0,81.0,990,320.0,98,78,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,August,Ahmednagar APMC,2503.02,2257.27,2326.94,-69.67000000000007,124.0,196.0,157.0,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,September,Ahmednagar APMC,2496.43,2503.02,2257.27,245.75,14.0,124.0,196.0,600,920.0,102,95,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,October,Ahmednagar APMC,2389.33,2496.43,2503.02,-6.5900000000001455,75.0,14.0,124.0,160,600.0,103,180,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,November,Ahmednagar APMC,2492.24,2389.33,2496.43,-107.09999999999992,116.0,75.0,14.0,30,160.0,101,200,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,December,Ahmednagar APMC,2713.02,2492.24,2389.33,102.90999999999984,121.0,116.0,75.0,8,30.0,100,150,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2021,January,Ahmedpur APMC,1325.0,1335.19,1322.065627031985,13.124372968014995,8.0,27.0,-36.73093417351447,3,3.0,87,122,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,February,Ahmedpur APMC,1397.09071846709,1325.0,1335.19,-10.190000000000056,28.29914702998421,8.0,27.0,2,3.0,89,110,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,May,Ahmedpur APMC,1702.559422505141,1713.9176181452935,1325.0,388.91761814529355,275.04790249626876,532.4290133021381,8.0,35,2.0,95,225,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,June,Ahmedpur APMC,1603.57,1640.1878658906846,1713.9176181452935,-73.72975225460891,14.0,25.614499115244193,532.4290133021381,280,35.0,97,165,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,July,Ahmedpur APMC,1625.0,1603.57,1640.1878658906846,-36.6178658906847,5.0,14.0,25.614499115244193,880,280.0,99,92,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,August,Ahmedpur APMC,1615.0,1625.0,1603.57,21.430000000000064,4.0,5.0,14.0,810,880.0,101,87,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,September,Ahmedpur APMC,1700.0,1615.0,1625.0,-10.0,3.0,4.0,5.0,470,810.0,103,108,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,October,Ahmedpur APMC,1706.1984847096785,1700.0,1615.0,85.0,1.8734820704525,3.0,4.0,120,470.0,105,155,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,December,Ahmedpur APMC,1664.322670326056,1709.647334055856,1700.0,9.647334055855936,88.31992636206417,85.50312111309653,3.0,4,120.0,101,132,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,January,Ahmedpur APMC,1635.5487985966502,1552.2648069378706,1709.647334055856,-157.38252711798532,12.890557574767696,14.426618446848256,85.50312111309653,5,4.0,100,135,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,June,Ahmedpur APMC,2350.0,2380.393615150108,1552.2648069378706,828.1288082122373,9.0,40.490372128900326,14.426618446848256,320,5.0,99,190,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,July,Ahmedpur APMC,2276.6145709686666,2350.0,2380.393615150108,-30.39361515010796,4.124613385588274,9.0,40.490372128900326,990,320.0,98,78,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,August,Ahmedpur APMC,2222.743236425538,2115.4949887984785,2350.0,-234.50501120152148,136.0723009117162,146.257673363001,9.0,920,990.0,100,75,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,September,Ahmedpur APMC,2219.472869094194,2236.3911407165924,2115.4949887984785,120.8961519181139,157.69525473766905,217.1348450924071,146.257673363001,600,920.0,102,95,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2023,January,Ahmedpur APMC,2618.86,2574.3514603960016,2236.3911407165924,337.96031967940917,7.0,25.200141744064695,217.1348450924071,5,600.0,100,135,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,February,Ahmedpur APMC,2434.98,2618.86,2574.3514603960016,44.50853960399854,55.0,7.0,25.200141744064695,3,5.0,98,125,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,March,Ahmedpur APMC,2502.88,2434.98,2618.86,-183.8800000000001,131.0,55.0,7.0,9,3.0,102,165,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,April,Ahmedpur APMC,2661.19,2502.88,2434.98,67.90000000000009,105.0,131.0,55.0,16,9.0,101,210,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,May,Ahmedpur APMC,2655.72,2661.19,2502.88,158.30999999999997,67.0,105.0,131.0,45,16.0,100,260,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,June,Ahmedpur APMC,2549.15,2655.72,2661.19,-5.470000000000255,47.0,67.0,105.0,320,45.0,99,190,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,July,Ahmedpur APMC,2493.47,2549.15,2655.72,-106.56999999999972,17.0,47.0,67.0,990,320.0,98,78,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,August,Ahmedpur APMC,2562.55762970368,2493.47,2549.15,-55.68000000000029,16.248828883047658,17.0,47.0,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2021,January,Akhadabalapur APMC,1816.67,1902.78,1774.423357675375,128.356642324625,12.0,18.0,13.567880002379184,3,3.0,87,122,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,February,Akhadabalapur APMC,1800.0,1816.67,1902.78,-86.1099999999999,26.0,12.0,18.0,2,3.0,89,110,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,March,Akhadabalapur APMC,1740.0,1800.0,1816.67,-16.670000000000073,10.0,26.0,12.0,6,2.0,91,145,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,April,Akhadabalapur APMC,1742.86,1740.0,1800.0,-60.0,7.0,10.0,26.0,14,6.0,93,185,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,May,Akhadabalapur APMC,1804.55,1742.86,1740.0,2.8599999999999,11.0,7.0,10.0,35,14.0,95,225,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,June,Akhadabalapur APMC,1746.67,1804.55,1742.86,61.690000000000055,15.0,11.0,7.0,280,35.0,97,165,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,July,Akhadabalapur APMC,1766.67,1746.67,1804.55,-57.87999999999988,6.0,15.0,11.0,880,280.0,99,92,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,August,Akhadabalapur APMC,1770.0,1766.67,1746.67,20.0,10.0,6.0,15.0,810,880.0,101,87,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,September,Akhadabalapur APMC,1870.0,1770.0,1766.67,3.3299999999999272,15.0,10.0,6.0,470,810.0,103,108,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,October,Akhadabalapur APMC,1864.77,1870.0,1770.0,100.0,44.0,15.0,10.0,120,470.0,105,155,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,November,Akhadabalapur APMC,1900.0,1864.77,1870.0,-5.230000000000018,4.0,44.0,15.0,22,120.0,102,175,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,December,Akhadabalapur APMC,2000.0,1900.0,1864.77,35.23000000000002,3.0,4.0,44.0,4,22.0,101,132,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,January,Akhadabalapur APMC,1850.0,2000.0,1900.0,100.0,4.0,3.0,4.0,5,4.0,100,135,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,February,Akhadabalapur APMC,1900.0,1850.0,2000.0,-150.0,3.0,4.0,3.0,3,5.0,98,125,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,March,Akhadabalapur APMC,1800.0,1900.0,1850.0,50.0,8.0,3.0,4.0,9,3.0,102,165,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Akhadabalapur APMC,1963.16,1800.0,1900.0,-100.0,19.0,8.0,3.0,16,9.0,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,May,Akhadabalapur APMC,2025.0,1963.16,1800.0,163.16000000000008,8.0,19.0,8.0,45,16.0,100,260,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,June,Akhadabalapur APMC,1942.86,2025.0,1963.16,61.83999999999992,7.0,8.0,19.0,320,45.0,99,190,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,July,Akhadabalapur APMC,1775.0,1942.86,2025.0,-82.1400000000001,6.0,7.0,8.0,990,320.0,98,78,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,August,Akhadabalapur APMC,2125.5725967950934,1775.0,1942.86,-167.8599999999999,5.893665731771393,6.0,7.0,920,990.0,100,75,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,September,Akhadabalapur APMC,1906.67,2033.3274446075045,1775.0,258.3274446075045,15.0,22.434687488436616,6.0,600,920.0,102,95,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,October,Akhadabalapur APMC,1900.0,1906.67,2033.3274446075045,-126.65744460750444,1.0,15.0,22.434687488436616,160,600.0,103,180,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,November,Akhadabalapur APMC,2115.8864862810487,1900.0,1906.67,-6.670000000000073,10.232294288880626,1.0,15.0,30,160.0,101,200,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,December,Akhadabalapur APMC,2050.0,2106.7349117817707,1900.0,206.73491178177073,2.0,8.196991415271306,1.0,8,30.0,100,150,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2023,January,Akhadabalapur APMC,2000.0,2050.0,2106.7349117817707,-56.734911781770734,4.0,2.0,8.196991415271306,5,8.0,100,135,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,February,Akhadabalapur APMC,2078.95,2000.0,2050.0,-50.0,19.0,4.0,2.0,3,5.0,98,125,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,March,Akhadabalapur APMC,2390.91,2078.95,2000.0,78.94999999999982,22.0,19.0,4.0,9,3.0,102,165,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,April,Akhadabalapur APMC,2289.29,2390.91,2078.95,311.96000000000004,14.0,22.0,19.0,16,9.0,101,210,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,May,Akhadabalapur APMC,2250.0,2289.29,2390.91,-101.61999999999988,12.0,14.0,22.0,45,16.0,100,260,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,June,Akhadabalapur APMC,2229.606724689139,2250.0,2289.29,-39.28999999999997,5.864634263405225,12.0,14.0,320,45.0,99,190,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,July,Akhadabalapur APMC,2335.71,2221.6719918532285,2250.0,-28.32800814677148,14.0,21.078616056116445,12.0,990,320.0,98,78,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,August,Akhadabalapur APMC,2278.57,2335.71,2221.6719918532285,114.03800814677152,7.0,14.0,21.078616056116445,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,September,Akhadabalapur APMC,2350.0,2278.57,2335.71,-57.13999999999987,3.0,7.0,14.0,600,920.0,102,95,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,October,Akhadabalapur APMC,2373.352129028622,2350.0,2278.57,71.42999999999984,5.543857270098853,3.0,7.0,160,600.0,103,180,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,December,Akhadabalapur APMC,2072.864897517715,2051.189311305875,2350.0,-298.810688694125,25.06053735222547,-12.039535617532088,3.0,8,160.0,100,150,314.01,1105.54,3521.0,2125.0,22.9558586772283
